id,created_at,screen_name,clean_text,original_text,favorite_count,retweet_count,follower_count,polarity,subjectivity,hashtags,location
1126705460415848448,Fri May 10 04:28:09 +0000 2019,everytimeisigh,my future husband and i at the bottom of a swamp bc climate change made surface life uninhabitable,my future husband and i at the bottom of a swamp bc climate change made surface life uninhabitable :) https://t.co/o2CndrqiMN,5,1,489,0.0,0.125,,NY
1126705400890265601,Fri May 10 04:27:55 +0000 2019,travishelwig,nobody nobody nobody nobody nobody nobody nobody nobody nobody nobody nobody nobody nobody nobody nobody nobody everyone is dead in this scenario bc of climate change but could also be for other reasons i did not fully flesh out the scenario,"Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

Nobody:

(everyone is dead in this scenario bc of climate change but could also be for other reasons i didn’t fully flesh out the scenario)",263,17,22874,-0.1625,0.3875,,Los Angeles
1126704837205188608,Fri May 10 04:25:41 +0000 2019,novakglobal,scientific american is faux scientific use of the adjective prestigious in the united nations prestigious intergovernmental panel on climate change ipcc is the giveaway sun spots anything but falsified show me that ipcc models include svensmark and zharkova work,"@craigthomler @SaferStone @AanthanurDC @Barbarajdurkin @anci3nt3ngin33r @wlbeeton @VickieLouise7 @Quantummist @no2wind @pieinfrance @Shemayah5 @Carbongate @aSinister @JamesRider3 @CrispyCX @AltUS_ARC @myview1872 @NoelTurner194 @ned2au @KCTaz @thebaghdadbugle @LatinMass9876 @JpiersM @JohnPolomny @Meanjean2300 @jamesb_bkk @Ozwino @rmack2x @SO2fraud @JonLeSage4 @Tangomitteckel @FraserMacLeod5 @Annie59788939 @WeR2Dumb2Live @nuclear94 @shandore @jaaara1970 @audiF1 @kamiel79 @GillesnFio @stevenjbernard @guerrillacrypto @TesterTwitt @Gladfly1 @puremoneylife @ObliviousReaper @foothillsconsig @scotpolitik @Tokyo_Tom @Alexocasocortez Scientific American is faux scientific. Use of the adjective ‘prestigious’ in “the United Nations’ prestigious Intergovernmental Panel on Climate Change (IPCC)” is the giveaway.
Sun spots.. anything BUT falsified. Show me that IPCC models include Svensmark and Zharkova work. https://t.co/6t9qrjEePS",14,10,272,0.0,0.0,,Australia
1126704766271148032,Fri May 10 04:25:24 +0000 2019,benFranklin2018,hey does anyone get the feeling billionaires are not taking climate change seriously what is up with that,"""hey does anyone get the feeling billionaires aren't taking climate change seriously? what's up with that?"" https://t.co/uFxa8MIJPw",9,2,25911,-0.3333333333333333,0.6666666666666666,,
1126704376788033536,Fri May 10 04:23:51 +0000 2019,BlckPorcelain,spent the last few days with fellow science nerds creating and imagining climate change scenarios me a girl from soweto doing the things what a life what a journey,Spent the last few days with fellow (science) nerds creating and imagining climate change scenarios. Me. A girl from Soweto. Doing the things. What a life. What a  journey. https://t.co/mR4cdr8Yuj,61,6,10350,-0.10000000000000002,0.0888888888888889,,Cape Town- South Africa
1126704256164065280,Fri May 10 04:23:22 +0000 2019,barkadababy,i wish i could be excited about my future i hear everybody talk with such passion about their plans and i really wish i could to but there has always something in the back of my mind that makes me doubt the presence of my future effects of climate change for example,I wish I could be excited about my future :(((( I hear everybody talk with such passion about their plans and I really wish I could to but there’s always something in the back of my mind that makes me doubt the presence of my future (effects of climate change for example),16,3,519,0.09583333333333333,0.2833333333333333,,she/her | identity crisis
1126703429575856131,Fri May 10 04:20:05 +0000 2019,WinklerPartners,we offset of our business travel with help from climate change half world biggest airlines do not offer carbon offsetting environment,"We offset 100% of our business travel with help from @ClimateCare. ✈️🌳🌏

Climate change: Half world's biggest airlines don't offer carbon offsetting. https://t.co/LvGT9v2fb1 #environment",5,0,751,-0.16666666666666666,0.16666666666666666,environment,"Taipei, Taiwan"
1126702297784832006,Fri May 10 04:15:35 +0000 2019,BlckPorcelain,this is the climate change work i signed up for,This is the climate change work I signed up for 🤣🤣😭😭 https://t.co/NM2faUnMCu,6,1,10350,0.0,0.0,,Cape Town- South Africa
1126701929160069123,Fri May 10 04:14:07 +0000 2019,SBSNews,here where the major parties stand on climate change auspol ausvotes,Here's where the major parties stand on climate change #auspol #ausvotes https://t.co/o0phQXfaJS https://t.co/vHZS1qGVUZ,14,13,316225,0.0625,0.5,"auspol, ausvotes",Australia
1126701888865312770,Fri May 10 04:13:58 +0000 2019,Eric_Doherty,technology to go to electric buses is ready particularly in vancouver where much of the charging infrastructure is already in place,"@abundanttransit @pmagn @christineeboyle @TransLink @BCTransit @MetroVancouver @CityofVancouver Technology to go to electric buses is ready, particularly in Vancouver where much of the charging infrastructure is already in place  https://t.co/AVl2CohvIN",6,3,2599,0.18888888888888888,0.3444444444444444,,"Lkwungen, Coast Salish Territories - Victoria, BC"
1126700644096589826,Fri May 10 04:09:01 +0000 2019,savewaternaula1,twothirds of glacier ice in the alps 'will melt by,"Two-thirds of glacier ice in the Alps 'will melt by 2100.
#पानीकीआवाजसुनो2030
#जलमेव_जीवनम
@mowrrdgr @SDG2030 @ClimateReality @UN_Water @WetlandsIntMY @NatGeo @WetlandsIntMY @RiteshEconomics @krdeepak86 
https://t.co/0V8LXCkNYA",5,4,226,0.0,0.0,"पानीकीआवाजसुनो2030, जलमेव_जीवनम","New Delhi, India"
1126700394040553472,Fri May 10 04:08:01 +0000 2019,ClimateReality,glacial ice in the alps is melting and if we do not take action now it could nearly disappear,"Glacial ice in the Alps is melting – and if we don’t take action now, it could nearly disappear.
https://t.co/oUZnPzCAeR",57,44,449307,0.1,0.25,,"Washington, DC"
1126700357231366145,Fri May 10 04:07:52 +0000 2019,alisonborealis,what could i talk about for minutes with no prep apical dominance and plant hormones aspen trees and clonal root systems climate change species loss and biodiversity regulatory design and structure oil and gas in alberta forest fire carbon offsets bear safety,"What could I talk about for 30 minutes with no prep:
- apical dominance and plant hormones
- aspen trees &amp; clonal root systems
- climate change
- species loss and biodiversity
- regulatory design &amp; structure
- oil &amp; gas in Alberta
- forest fire
- carbon offsets
- bear safety https://t.co/TxheURZmqJ",9,1,4533,0.0,0.0,,"Edmonton, Alberta, Treaty Six"
1126700314969591808,Fri May 10 04:07:42 +0000 2019,varadmehta,scientists record predicting the next global warming apocalypse is as good as economists record predicting the next recession this article a few years old but it does a good job recounting some failed predictions of climate change catastrophe,"Scientists' record predicting the next global warming apocalypse is as good as economists' record predicting the next recession. This article's a few years old, but it does a good job recounting some failed predictions of climate change catastrophe. https://t.co/q2q8rBH76A",5,0,9181,0.09999999999999998,0.22500000000000003,,"Somewhere between Philly and Princeton. They keep changing the exit numbers, so I’m not quite sure where."
1126699904330452992,Fri May 10 04:06:04 +0000 2019,Slate,the reality of climate change is finally sinking in,The reality of climate change is finally sinking in. https://t.co/TCIzDHuhhq,54,45,1777125,0.0,1.0,,
1126699773438775297,Fri May 10 04:05:33 +0000 2019,carmelmccallum,thank you for a beautifully written piece of journalism let us hope that australians think about our environment and keeping it safe from dangerous climate change when they vote in this election,@UOWTV @Greens @caaaitp @JunctionJournos @UOW_LHA @UOW Thank you for a beautifully written piece of journalism. Let’s hope that Australians think about our environment and keeping it safe from dangerous climate change when they vote in this election.,5,2,748,0.25000000000000006,0.7999999999999999,,NSW Australia
1126699611962241024,Fri May 10 04:04:55 +0000 2019,JackCampbell420,stop wasting billions of our tax dollars doing nothing to prevent climate change we are 45m people in a planet of 75b we can make no difference stop wasting our money on bs climate change or ima vote for national in,@NZGreens @EugenieSage Stop wasting billions of our tax dollars doing nothing to prevent climate change we are 4.5M people in a planet of 7.5B we can make no difference stop wasting our money on BS climate change or ima vote for national in 2020.,6,2,30,0.0,0.0,,New Zealand
1126699451270123520,Fri May 10 04:04:16 +0000 2019,jhkim8413jhk,fully agree we should prevent the climate change if not human can not live in earth ty for sharing and warning doumo arigado gozaimasu,"Fully agree !
We should prevent the climate change !
If not, human can't live in "" Earth "" ! Ty for sharing &amp; warning !
Doumo Arigado Gozaimasu ! 👍👍👍🙌🙌🙌🙏🙏🙏 https://t.co/jz7KdtXbdj",6,2,3273,-0.03409090909090909,0.3,,"Catholic Univ. Seoul, Korea,"
1126699418692902913,Fri May 10 04:04:09 +0000 2019,paulinapunlina,what i could talk about for mins with no prep the fallacy of neoliberal economics why corporate donations are ruining democracy systemic climate change decolonisation french cheese,"What I could talk about for 30 mins with no prep?

- the fallacy of neoliberal economics
- why corporate donations are ruining democracy
- systemic climate change
- decolonisation
- french cheese https://t.co/jpjyluc9Cq",5,0,296,0.0,0.0,,"Melbourne, Vic / Kulin Nations"
1126698887706603521,Fri May 10 04:02:02 +0000 2019,GawdSpareUs,number of times each has said the words labor lnp policy our promises are our plan for climate change is labor party labor policy for all their talk about labor anyone would think they were members not,"@BelindaJones68 Number of times each has said the words:
Labor #327
LNP policy #0
Our promises are #0
Our plan for climate change is #0
Labor Party #78
Labor policy #12

For all their talk about Labor, anyone would think they were members!

Not.",23,6,197,0.0,0.0,,
1126698884690919431,Fri May 10 04:02:01 +0000 2019,en_germany,temperatures are reaching new highs and the sea level is rising continuously climatechange is in full swing find out here everything about climateprotection in germany and why young people play an important role fridays for future climate debate,"Temperatures are reaching new highs &amp; the sea level is rising continuously – #climatechange is in full swing. Find out here everything about #climateprotection in #Germany &amp; why young people play an important role.
#FridaysForFuture #ClimateDebate ☀❄👉 https://t.co/1SoHYf3Qqn https://t.co/Lt8iIpLK1c",6,3,39530,0.19727272727272727,0.505909090909091,"climatechange, climateprotection, Germany, FridaysForFuture, ClimateDebate",Frankfurt a.M.
1126698690117115905,Fri May 10 04:01:15 +0000 2019,MunaNawabit1,imagine a place where people care about climate change,#ImagineAPlaceWhere people care about climate change,7,5,8418,0.0,0.0,ImagineAPlaceWhere,"Toronto, Ontario"
1126698638229397505,Fri May 10 04:01:03 +0000 2019,miaaarnone,everyone constantly getting into debates about climate change and panicking over how the world is near the end meanwhile nasa,"Everyone: *Constantly getting into debates about climate change and panicking over how the world is near the end*

Meanwhile NASA: ........ https://t.co/MxkOtcZ088",8,0,1366,0.05,0.3666666666666667,,"Manhattan, NY"
1126698563390468097,Fri May 10 04:00:45 +0000 2019,DiscoverMag,winds and waves on the oceans are getting slightly stronger every year,Winds and Waves on the Oceans Are Getting (Slightly) Stronger Every Year https://t.co/yRFhm1djq0 https://t.co/UBJnpBC5Uc,25,11,1142726,-0.16666666666666666,0.16666666666666666,,Between gluons and galaxies
1126697872097808386,Fri May 10 03:58:00 +0000 2019,Rewire_News,the intersection of climate change women health and safety and current federal and state restrictions on reproductive rights is a perfect storm that will put the lives and wellbeing of women especially women of color at risk,"The intersection of climate change, women’s health and safety, and current federal and state restrictions on reproductive rights is a perfect storm that will put the lives and well-being of women, especially women of color, at risk.

https://t.co/NhfwoBLuiD",9,7,62181,0.3333333333333333,0.7999999999999999,,
1126697643508256769,Fri May 10 03:57:05 +0000 2019,NoFibs,ausvotes this is your chance to ensure that australia gets its act together on climate change and leads the world to save the planet please in safe coalition seats with an independents day candidate vote indie we can do this climate election,"#ausvotes this is your chance to ensure that Australia gets its act together on climate change and leads the world to save the planet. Please, in safe Coalition seats with an #IndependentsDay candidate Vote 1 indie. We can do this! #ClimateElection https://t.co/hAJaI8P0y2",27,14,8038,0.25,0.25,"ausvotes, IndependentsDay, ClimateElection",Australia
1126697122122743808,Fri May 10 03:55:01 +0000 2019,carbonmastersuk,press coverage of our recent better together award in recognition of our collaboration with the koramangala rwa bbmp and mla representatives working together to address the garbage and climate change problems in bangalore,"Press coverage of our recent Better Together Award in recognition of our collaboration with the Koramangala RWA, BBMP and MLA representatives ⁦@RLR_BTM⁩  ⁦@Sowmyareddyr⁩   Working together to address the garbage and climate change problems in Bangalore https://t.co/VIVUy4O207",7,5,541,0.25,0.375,,"Edinburgh, Scotland"
1126697048059723777,Fri May 10 03:54:43 +0000 2019,memorynguwi,farai these councils can not even provide basic services how do you eect them to think about climate change these councils across the country have no capacitymost of them need to start afreshgetting people into jobs on merit and get the best brains available,@FmPointman @RuzivoTrust @zfu_official @CTAflash @OluyedeAjayi @263Chat @OpenParlyZw @SAPST @peezack @bvumie Farai these Councils can't even provide basic services. How do you expect them to think about climate change?These Councils across the country have no capacity.Most of them need to start afresh.getting people into jobs on merit and get the best brains available.,12,1,3216,0.4666666666666666,0.27499999999999997,,Harare
1126696150055116800,Fri May 10 03:51:09 +0000 2019,HShooboobbee,check out dr patrick moore has to say about climate change energy sovereignty should be the federal government sole motivation a country can not have reliance upon others for energy requirementsrussia over ukraine china over korea etc,"@JenniferMClarke https://t.co/JLTsxmVaEJ
Check out @EcoSenseNow Dr. Patrick Moore has to say about climate change. Energy sovereignty should be the Federal Government's sole motivation,  a country cannot have reliance upon others for energy requirements-Russia over Ukraine China over N Korea etc. https://t.co/zeRLWnMUxD",6,2,82,0.0,0.25,,
1126695871469342720,Fri May 10 03:50:03 +0000 2019,SafetyPinDaily,the uk has now gone a week without coal power it is aiming for the most aggressive climate target in the world by umair irfan,The UK has now gone a week without coal power. It's aiming for the most aggressive climate target in the world. || By: Umair Irfan https://t.co/m5wqgLlEIM,26,14,116202,0.5,0.5,,
1126695632356274177,Fri May 10 03:49:06 +0000 2019,karolpara,is happening tomorrow at stagg fest climate cube is a interactive art exhibit aimed at getting stagg student voices out into the world about the climate crisis who ready to change the future and give us back what was stolen,"@climate_cube is happening tomorrow at Stagg Fest @StaggHighSchool. 

#ClimateCube is a interactive art exhibit aimed at getting Stagg #student’s #voices out into the world about the #ClimateCrisis. 

Who’s ready to change the future, and give us back what was stolen? https://t.co/B8QxR6Y1Tj",8,8,255,0.06666666666666667,0.20833333333333334,"ClimateCube, student, voices, ClimateCrisis","Chicago, IL"
1126695561686540295,Fri May 10 03:48:49 +0000 2019,georgefwoods,this graphic from is a better way to describe the mission than ten years to stop climate change global emissions must peak next year and we must bring them down swiftly over a decade and cultivate carbon sinks bring it on coal climatechange just transition,"This graphic from @CA_Latest is a better way to describe the mission than ""ten years to stop climate change"" Global emissions must peak *next year* &amp; we must bring them down swiftly over a decade &amp; cultivate carbon sinks. Bring it on. #coal #climatechange #JustTransition https://t.co/aqBzIG3SYf",13,11,2941,0.03492063492063492,0.16984126984126985,"coal, climatechange, JustTransition","Newcastle, New South Wales"
1126695550458314752,Fri May 10 03:48:46 +0000 2019,DonnaNoble10th,as the parent of a millennial i know the things they care most when voting are climate change healthcare education women rights livable wages republicans hate these things i guess they have not fingered out millennials now outnumber boomers as a voting group,"As the parent of a millennial, I know the things they care most when voting are  
🔹Climate Change
🔹Healthcare
🔹Education
🔹Women’s Rights
🔹Livable Wages

Republicans hate these things

I guess they haven’t fingered out millennials now outnumber boomers as a voting group 🤷🏻‍♀️",78,29,44445,-0.15000000000000002,0.7,,Geeks Resist HQ
1126694994922708992,Fri May 10 03:46:34 +0000 2019,margokingston1,i voted for you andy to keep labor strong on climate change,"@DrAndyLewis1 @ICAN_Senate I voted for you Andy, to keep Labor strong on climate change.",5,1,37355,0.4333333333333333,0.7333333333333333,,
1126694897187037184,Fri May 10 03:46:11 +0000 2019,MsAvaArmstrong,leftist liberal scientists can prove climate change is real conservative yeah they can not tell the difference between boys and girls,"Leftist:  “Liberal scientists can PROVE climate change is real.”

Conservative:  “Yeah, they can’t tell the difference between boys and girls.”",88,45,85335,0.07500000000000001,0.45,,The Last Outpost
1126694442021163008,Fri May 10 03:44:22 +0000 2019,dailytelegraph,chris bowen grilled on climate change costings as weighs in on labor bigger budget surpluses aus votes1 auspol fedpol,Chris Bowen grilled on climate change costings as @ScottMorrisonMP weighs in on Labor's bigger budget surpluses. #AusVotes19 #Auspol #fedpol https://t.co/9Xpf5ung6N https://t.co/kjpsGJW4TQ,9,5,189055,0.0,0.5,"AusVotes19, Auspol, fedpol","Sydney, Australia"
1126693621313310720,Fri May 10 03:41:06 +0000 2019,RobynOBrienUSA,my 10th grader who frequently mentions the un report that tells us we have years until climate change is irreversible has to do a final project for biology told him to google soil carbon sink he said woahhhhh this is perfect so interesting savethesoil,"My 10th grader - who frequently mentions the UN report that tells us we have 11 years until climate change is irreversible - has to do a final project for biology. Told him to google “soil carbon sink”. He said, “Woahhhhh, this is perfect. SO interesting!” #savethesoil https://t.co/kdthANB9n6",11,0,44774,0.4,0.7,savethesoil,Texas to Colorado
1126693032445661185,Fri May 10 03:38:46 +0000 2019,AshGhebranious,what no environment minister to elain how no longer testing lipstick will help with species extinction due to climate change,What? No Environment Minister to explain how no longer testing lipstick will help with species extinction due to climate change? https://t.co/ceLZ06S0m9,5,3,8961,-0.125,0.375,,Planet Earth 
1126692834864558081,Fri May 10 03:37:59 +0000 2019,tweettruth2me,the biggest impediment to the climate change agenda has been the pervasive illogical apocalyptic prophecies by you climate alarmists,The biggest impediment to the climate change agenda has been the pervasive illogical apocalyptic prophecies by you climate alarmists. https://t.co/89i4zVZWdq,10,6,14241,0.0,0.0,,"Mississippi, USA"
1126692636704665600,Fri May 10 03:37:12 +0000 2019,geelongaddy,an ocean grove pensioner has been arrested and charged with trespass after protesting about climate change at the office of corangamite mp sarah henderson,An Ocean Grove pensioner has been arrested and charged with trespass after protesting about climate change at the office of Corangamite MP Sarah Henderson https://t.co/hrDyyMXjst,5,6,21471,0.0,0.0,,Geelong 
1126692559227514880,Fri May 10 03:36:53 +0000 2019,loisbeckett,people are sitting in the aisles to hear talk about her work visualizing and personalizing climate change data,People are sitting in the aisles @exploratorium to hear @PopovichN talk about her work visualizing &amp; personalizing climate change data @nytimes. https://t.co/z32h4QiGc7,5,0,29666,0.0,0.0,,"California, USA"
1126691379063607297,Fri May 10 03:32:12 +0000 2019,KurtSchlichter,facts what they call the climate change crisis is a scam designed to take your money and freedom an armed citizenry is a deterrent to crime and tyranny and that is why liberal want you disarmed the left hates you and wants you dead or enslaved,"FACTS:

- What they call the climate change crisis is a scam designed to take your money and freedom.

- An armed citizenry is a deterrent to crime and tyranny, and that's why liberal want you disarmed

- The left hates you and wants you dead or enslaved https://t.co/gfwaeOF0WD",61,31,184663,0.0,0.16666666666666666,,Manhattan Beach CA
1126690857535430656,Fri May 10 03:30:07 +0000 2019,Mae,trying to elain climate change to people who do not believe in it is testing my patience and is a waste of my damn time,Trying to explain climate change to people who don't believe in it is testing my patience and is a waste of my damn time.,133,6,174644,-0.2,0.0,,"Los Angeles, CA"
1126690847616000000,Fri May 10 03:30:05 +0000 2019,SafetyPinDaily,un secretarygeneral warns of 'total disaster if global warming is not stopped via time,U.N. Secretary-General warns of 'total disaster' if global warming isn't stopped || Via Time https://t.co/VjaezEoE5R,17,10,116202,0.0,0.375,,
1126690811838472193,Fri May 10 03:29:57 +0000 2019,GeoffsAgHortHub,it is nothing but shameless scaremongering by us debating climate change is like dinosaurs debating the cost of asteroid mitigation and deciding it is too eensive to deal with it is statements like this why these lovers of pseudoscience have no credibility nzpol,"It is nothing but shameless scaremongering by @jamespeshaw ‘Us debating climate change is like dinosaurs debating the cost of Asteroid mitigation &amp; deciding it’s too expensive to deal with’

It’s statements like this why these lovers of pseudoscience have no credibility. #nzpol https://t.co/eSxSeyF3FW",8,2,918,0.0,0.0,nzpol,"Waitaki District, New Zealand"
1126690782297989123,Fri May 10 03:29:50 +0000 2019,morandajoireaux,honestly there is nothing the general consumer can do to help climate change nothing all the green campaigns are a way to deter blame from the or so billionaires on this planet who are directly responsible for its decline,@iconickbeauty Honestly there is nothing the general consumer can do to help climate change. Nothing. All the #Green campaigns are a way to deter blame from the 50 or so billionaires on this planet who are DIRECTLY responsible for its decline.,12,0,582,0.1625,0.5625,Green,PDX
1126690765734682625,Fri May 10 03:29:46 +0000 2019,pusman_DE,tax cuts there has only so much the 'big end of town can pay for bill that is if they do not leave aus not sure if their going to cover your immigration energy health schools climate change living wage massive splurge,"@billshortenmp @smh Tax cuts?? There's only so much the 'big end of town' can pay for Bill (that's if they don't leave Aus). Not sure if their going to cover your immigration, energy, health, schools, climate change, living wage massive splurge.",6,0,11,-0.009999999999999998,0.6377777777777778,,"Brisbane, Queensland"
1126690374574006272,Fri May 10 03:28:12 +0000 2019,Manglewood,oh and everyone please avoid anything written by someone named julie bindel she has like an antivaxxer or climate change denier but with sex work utterly ignores all current research to assert her own misguided moral judgments,"@jameelajamil @amnesty Oh, and everyone please avoid anything written by someone named Julie Bindel. She’s like an antivaxxer or climate change denier but with sex work. Utterly ignores all current research to assert her own misguided moral judgments.",12,2,21623,0.15,0.6625,,Vermont
1126690169782849536,Fri May 10 03:27:24 +0000 2019,quandary,billionaires wan na be on their space nerd bullshit in regards to climate change but i do not see any of them advocating them for moving heavy industry into orbit so we can stop stripmining the goddamn planet we live on which is not also to say fuck capitalism,billionaires wanna be on their space nerd bullshit in regards to climate change but I don't see any of them advocating them for moving heavy industry into orbit so we can stop strip-mining the goddamn planet we live on (which isn't also to say fuck capitalism) https://t.co/ftWANtSNT5,5,3,905,-0.16590909090909092,0.4375,,boston
1126689574632050688,Fri May 10 03:25:02 +0000 2019,AngryGranny1,it is unacceptable and you are using my money to pay andrew bolt to spout out this climate change denialism rubbish on sky news where is the social responsibility auspol,@slpng_giants_oz @NAB @Westpac It is unacceptable @nab and @westpac! You are using my money to pay Andrew Bolt to spout out this climate change denialism rubbish on Sky News. Where is the social responsibility??? #auspol,31,13,1845,0.03333333333333333,0.06666666666666667,auspol,
1126689491635265546,Fri May 10 03:24:42 +0000 2019,Independent,huge vat rise on solar panels makes installation entirely uneconomic say eerts,"Huge VAT rise on solar panels makes installation ‘entirely uneconomic’, say experts https://t.co/8Lwcqffp0u",20,18,2734968,0.20000000000000004,0.7625,,"London, England"
1126689407229018117,Fri May 10 03:24:22 +0000 2019,JEXST4,climate change is a threat to all gamers if we do not do something in the next years catastrophes await and our precious coalproduced electricity will run out slap a solar panel on your ps4 and start complaining about the climate as much as you all do about every fortnite patch,"Climate Change is a threat to all gamers. If we don't do something in the next 12 years, catastrophes await &amp; our precious coal-produced electricity will run out. Slap a solar panel on your PS4 &amp; start complaining about the climate as much as y'all do about every Fortnite Patch!",32,6,919,0.2333333333333333,0.39999999999999997,,wherever happiness is
1126688715927998464,Fri May 10 03:21:37 +0000 2019,VFritzNews,scientists at have unveiled plans for a new research centre to reexamine old ideas to tackle climate change what ideas do you have to reverse the damage to the earth climate join in the conversation here bbc the briefing,"Scientists at @Cambridge_Uni have unveiled plans for a new research centre to re-examine old ideas to tackle climate change. 

What ideas do YOU have to reverse the damage to the Earth's climate? 

Join in the conversation here #BBCTheBriefing @BBCWorld 
https://t.co/aECIjTvkyk",118,33,24513,0.11818181818181818,0.32727272727272727,BBCTheBriefing,United Kingdom
1126688520842571780,Fri May 10 03:20:50 +0000 2019,TristanEdis,'craziness has been dialled up news corp journalist unloads on his own paper but says something changed in just the last months the australian has been distorting the truth on climate change and cost of acting for as long as i have worked in this area,"'Craziness has been dialled up': News Corp journalist unloads on his own paper.
BUT says something changed in just the last 6 months?!
The Australian has been distorting the truth on climate change &amp; cost of acting for as long as I've worked in this area. https://t.co/XNjsw44cRI",19,17,4055,0.10999999999999999,0.29333333333333333,,"Melbourne, Australia"
1126688327250276354,Fri May 10 03:20:04 +0000 2019,CleanAirMoms,as climate change worsens temperatures rise steadily across the country temperature records are being obliterated hot days mean higher incidences of asthma attacks we must act on climate to protect our kids,"As climate change worsens, temperatures rise steadily. Across the country, temperature records are being obliterated. Hot days mean higher incidences of #asthma attacks. We must #ActOnClimate to protect our kids. https://t.co/CxmTPwtLB9",9,7,23437,0.08854166666666666,0.634375,"asthma, ActOnClimate",
1126688282039873537,Fri May 10 03:19:53 +0000 2019,ANUmedia,safe as houses not with climatechange an ueert professor will steffen has coauthored a report finding the propertymarket is eected to lose bn in value by due to climate change,Safe as houses? Not with #climatechange. #ANUexpert Professor Will Steffen has co-authored a report finding the #propertymarket is expected to lose $571 bn in value by 2030 due to climate change. @ANU_Climate https://t.co/oi35bw2LkV,8,6,16655,0.1875,0.4375,"climatechange, ANUexpert, propertymarket",Canberra
1126688230827421696,Fri May 10 03:19:41 +0000 2019,ProfPCDoherty,it has to start with us and what we value but true leaders both inform and develop viable options 'where is the leadership growing anger at lack of action on climate change crisis via,"It has to start with us and what we value, but true leaders both inform and develop viable options. 'Where's the leadership?' Growing anger at lack of action on climate change crisis https://t.co/4q7vWBzlTY via @Domaincomau",8,6,16325,-0.08333333333333333,0.3166666666666667,,Melbourne and Memphis
1126688021787471878,Fri May 10 03:18:51 +0000 2019,HELPFULTONY,detective pikachu directly acknowledges the devastating effects of climate change making it braver than most modern pieces of socalled cinema,"Detective Pikachu directly acknowledges the devastating effects of climate change, making it braver than most modern pieces of so-called “cinema”",68,3,5960,-0.05,0.5499999999999999,,"New York, NY"
1126687613023207428,Fri May 10 03:17:14 +0000 2019,baphometadata,all of your ffvii remake opinions are useless because we all know climate change is going to end us before squenix ever releases it,(All of your FFVII remake opinions are useless because we all know climate change is going to end us before squenix ever releases it.),13,0,1509,-0.5,0.2,,AFK adventure.exe
1126687521960632320,Fri May 10 03:16:52 +0000 2019,essenviews,pompeo cancels trip to greenland where he would have been confronted with evidence of climate change he told arctic council steady reductions in sea ice would open new passageways and those areas could be the 21st century suez and panama canals,"Pompeo cancels trip to Greenland where he would have been confronted with evidence of climate change:  He told Arctic Council: ""steady reductions in sea ice"" would open ""new passageways"" and those areas could be ""the 21st Century Suez and Panama Canals""
https://t.co/xIyhMS2eXa",28,27,134945,0.07575757575757575,0.36363636363636365,,
1126687156569690113,Fri May 10 03:15:25 +0000 2019,GuardOfForever,saying climate change is real is like saying you need oxygen to breathe it is true but meaningless any planet that has an atmosphere and a solid surface has climate climate is a dynamic system therefore always changing,"@cathmckenna Saying “climate change is real” is like  saying “you need oxygen to breathe”. It’s true, but meaningless. 

Any planet that has an atmosphere and a solid surface has climate. Climate is a dynamic system, therefore always changing.",5,0,989,0.010000000000000009,0.44333333333333336,,City On The Edge Of Forever
1126686384666828800,Fri May 10 03:12:21 +0000 2019,JenniferMClarke,why because we are passive selfsacrificing pushovers to globalists agenda to redistribute our wealth and resources for the sake of our propagandadriven carboncaused climate change 30year indoctrination brainwashing agenda to depopulate ergo promote genocide green deal,"Why? Because we are passive, self-sacrificing, pushovers to globalists agenda to re-distribute our wealth &amp; resources for the sake of our propaganda-driven “carbon-caused climate change” 30-year indoctrination, brainwashing agenda to de-populate (ergo promote genocide) GREEN Deal https://t.co/oLgQIkUXiz",76,46,3018,-0.2,0.3,,"Nanaimo, British Columbia"
1126686289212821509,Fri May 10 03:11:58 +0000 2019,goodoldcatchy,why do my notifications fill up with idiots talking about nonexistent bullshit like postbirth abortions and hospital infanticide while the gop is trying to kill as many kids as possible by gun pollution climate change and the war they will spark with their nuclear arms race,"Why do my notifications fill up with idiots talking about non-existent bullshit like post-birth abortions and hospital infanticide while the GOP is trying to kill as many kids as possible by gun, pollution, climate change and the war they’ll spark with their nuclear arms race?",338,86,78260,-0.10000000000000002,0.7666666666666666,,Japan
1126685565301116929,Fri May 10 03:09:06 +0000 2019,jacobotreto,when is someone going to tell the people who tweet about climate change all the time that their tweets are not going to stop billionaires from ruining the earth in every single way,when is someone going to tell the people who tweet about climate change all the time that their tweets aren't going to stop billionaires from ruining the earth in every single way....,11,0,386,-0.07142857142857142,0.21428571428571427,,BLACK LIVES MATTER
1126684556650799104,Fri May 10 03:05:05 +0000 2019,GlobalLF,new decade on ecosystem restoration offers opportunity for job creation food security and addressing climate change want to learn about restoration approaches and commitments in east africa join on may at utc+000,"New @UN Decade on Ecosystem Restoration offers opportunity for job creation, food security &amp; addressing climate change. Want to learn about restoration approaches &amp; commitments in East Africa? 🐘 Join @UNEnvironment on 13 May 2019 at 20:00-22:00 UTC+09:00 https://t.co/oM16clpbUs https://t.co/a22RQGeqzr",5,4,28328,0.11818181818181818,0.22727272727272727,,"Bonn, Germany"
